Season,Player,Date,Home/Away,Opp,Win/Loss,FG%,FT,FTA,FT%,TS%,eFG%,DRtg,,
2018-19,Myles Turner,12/7/18,Away,ORL,W,0.571,1,2,0.5,0.635,0.643,91,,
2018-19,Myles Turner,12/8/18,Home,SAC,W,0.364,0,0,,0.409,0.409,93,,
2018-19,Myles Turner,12/10/18,Home,WAS,W,0.688,2,3,0.667,0.751,0.75,90,,
2018-19,Myles Turner,12/12/18,Home,MIL,W,0.409,1,2,0.5,0.503,0.5,97,,
2018-19,Myles Turner,12/14/18,Away,PHI,W,0.5,0,0,,0.667,0.667,98,,
2018-19,Myles Turner,12/16/18,Home,NYK,W,0.526,3,4,0.75,0.578,0.553,106,,
2018-19,Myles Turner,12/18/18,Home,CLE,L,0.5,0,1,0,0.482,0.5,91,,
2018-19,Myles Turner,12/19/18,Away,TOR,L,0.5,3,3,1,0.683,0.583,81,,
2018-19,Myles Turner,12/21/18,Away,BRK,W,0.538,0,0,,0.577,0.577,105,,
2018-19,Myles Turner,12/23/18,Home,WAS,W,0.471,1,1,1,0.516,0.5,85,,
2018-19,Myles Turner,12/26/18,Away,ATL,W,0.556,0,0,,0.611,0.611,121,,
2018-19,Myles Turner,12/28/18,Home,DET,W,0.727,1,2,0.5,0.715,0.727,84,,
2018-19,Myles Turner,12/31/18,Home,ATL,W,0.778,3,5,0.6,0.893,0.944,106,,
2018-19,Myles Turner,1/4/19,Away,CHI,W,0.75,0,1,0,0.901,1,118,,
2018-19,Myles Turner,1/6/19,Away,TOR,L,,,,,,,,,
2018-19,Myles Turner,1/8/19,Away,CLE,W,,,,,,,,,
2018-19,Myles Turner,1/9/19,Away,BOS,L,,,,,,,,,
2018-19,Myles Turner,1/11/19,Away,NYK,W,,,,,,,,,
2018-19,Myles Turner,1/15/19,Home,PHO,W,0.636,3,5,0.6,0.682,0.682,85,,
2018-19,Myles Turner,1/17/19,Home,PHI,L,0.2,5,6,0.833,0.524,0.3,105,,
2018-19,Myles Turner,1/19/19,Home,DAL,W,0.5,1,3,0.333,0.53,0.55,100,,
2018-19,Myles Turner,1/20/19,Home,CHO,W,0.333,0,0,,0.5,0.5,89,,
2018-19,Myles Turner,1/23/19,Home,TOR,W,0.385,2,2,1,0.468,0.423,105,,
2018-19,Myles Turner,1/26/19,Away,MEM,L,0.5,1,2,0.5,0.643,0.65,108,,
2018-19,Myles Turner,1/28/19,Home,GSW,L,0.583,2,2,1,0.621,0.583,119,,
2018-19,Myles Turner,1/30/19,Away,WAS,L,0.444,1,2,0.5,0.455,0.444,115,,
2018-19,Myles Turner,1/31/19,Away,ORL,L,0.625,6,6,1,0.724,0.656,110,,
2018-19,Myles Turner,2/2/19,Away,MIA,W,0.5,3,4,0.75,0.595,0.55,93,,
2018-19,Myles Turner,2/4/19,Away,NOP,W,0.294,5,7,0.714,0.374,0.294,94,,
2018-19,Myles Turner,2/5/19,Home,LAL,W,0.75,1,2,0.5,0.854,0.875,87,,
2018-19,Myles Turner,2/7/19,Home,LAC,W,0.875,0,0,,1.063,1.063,75,,
2018-19,Myles Turner,2/9/19,Home,CLE,W,0.6,0,0,,0.7,0.7,92,,
2018-19,Myles Turner,2/11/19,Home,CHO,W,0.6,4,4,1,0.765,0.7,87,,
2018-19,Myles Turner,2/13/19,Home,MIL,L,0.308,2,2,1,0.396,0.346,105,,
2018-19,Myles Turner,2/22/19,Home,NOP,W,,,,,,,,,
2018-19,Myles Turner,2/23/19,Away,WAS,W,,,,,,,,,
2018-19,Myles Turner,2/25/19,Away,DET,L,0.3,0,0,,0.35,0.35,116,,
2018-19,Myles Turner,2/27/19,Away,DAL,L,0.4,3,4,0.75,0.553,0.5,105,,
2018-19,Myles Turner,2/28/19,Home,MIN,W,0.25,0,0,,0.375,0.375,113,,
2018-19,Myles Turner,3/2/19,Home,ORL,L,0.444,2,2,1,0.506,0.444,115,,
2018-19,Myles Turner,3/5/19,Home,CHI,W,0.273,3,4,0.75,0.392,0.318,93,,
2018-19,Myles Turner,3/7/19,Away,MIL,L,0.421,2,2,1,0.553,0.526,110,,
2018-19,Myles Turner,3/10/19,Away,PHI,L,0.286,1,2,0.5,0.381,0.357,104,,
2018-19,Myles Turner,3/12/19,Home,NYK,W,0.333,3,8,0.375,0.405,0.4,95,,
2018-19,Myles Turner,3/14/19,Home,OKC,W,0.4,2,2,1,0.46,0.4,107,,
2018-19,Myles Turner,3/16/19,Away,DEN,L,0.333,9,11,0.818,0.542,0.333,109,,
2018-19,Myles Turner,3/18/19,Away,POR,L,0.529,8,10,0.8,0.654,0.588,113,,
2018-19,Myles Turner,3/19/19,Away,LAC,L,0.556,0,0,,0.611,0.611,103,,
2018-19,Myles Turner,3/21/19,Away,GSW,L,0.2,0,0,,0.2,0.2,115,,
2018-19,Myles Turner,3/24/19,Home,DEN,W,0.467,3,3,1,0.521,0.467,86,,
2018-19,Myles Turner,3/27/19,Away,OKC,L,0.556,1,2,0.5,0.607,0.611,102,,
2018-19,Myles Turner,3/29/19,Away,BOS,L,0.417,2,2,1,0.582,0.542,118,,
2018-19,Myles Turner,3/30/19,Home,ORL,L,0.462,3,3,1,0.559,0.5,118,,
2018-19,Myles Turner,4/1/19,Home,DET,W,0.714,5,6,0.833,0.882,0.857,96,,
2018-19,Myles Turner,4/3/19,Away,DET,W,0.667,5,7,0.714,0.704,0.667,96,,
2018-19,Myles Turner,4/5/19,Home,BOS,L,0.625,3,4,0.75,0.768,0.75,116,,
2018-19,Myles Turner,4/7/19,Home,BRK,L,0.4,0,0,,0.6,0.6,101,,
2018-19,Myles Turner,4/10/19,Away,ATL,W,,,,,,,,,
2018-19,Myles Turner,4/14/19,Away,BOS,L,0.333,1,4,0.25,0.322,0.333,90,,
2018-19,Myles Turner,4/17/19,Away,BOS,L,0.429,0,0,,0.571,0.571,110,,
2018-19,Myles Turner,4/19/19,Home,BOS,L,0.4,4,5,0.8,0.533,0.45,111,,
2018-19,Myles Turner,4/21/19,Home,BOS,L,0.417,3,4,0.75,0.472,0.417,110,,
2019-20,Nerlens Noel,10/23/19,Away,UTA,L,1,0,0,,1,1,85,,
2019-20,Nerlens Noel,10/25/19,Home,WAS,L,0,0,0,,0,0,99,,
2019-20,Nerlens Noel,10/27/19,Home,GSW,W,0.75,0,0,,0.75,0.75,83,,
2019-20,Nerlens Noel,10/28/19,Away,HOU,L,0.833,5,6,0.833,0.868,0.833,109,,
2019-20,Nerlens Noel,10/30/19,Home,POR,L,0.857,3,4,0.75,0.856,0.857,91,,
2019-20,Nerlens Noel,11/2/19,Home,NOP,W,0.5,0,0,,0.5,0.5,95,,
2019-20,Nerlens Noel,11/5/19,Home,ORL,W,0.5,3,4,0.75,0.665,0.5,99,,
2019-20,Nerlens Noel,11/7/19,Away,SAS,L,1,1,1,1,1.017,1,110,,
2019-20,Nerlens Noel,11/9/19,Home,GSW,W,0.333,0,0,,0.333,0.333,94,,
2019-20,Nerlens Noel,11/10/19,Home,MIL,L,0.667,2,2,1,0.709,0.667,114,,
2019-20,Nerlens Noel,11/12/19,Away,IND,L,0.25,0,0,,0.25,0.25,102,,
2019-20,Nerlens Noel,11/15/19,Home,PHI,W,0.667,2,2,1,0.773,0.667,101,,
2019-20,Nerlens Noel,11/18/19,Away,LAC,L,0.5,5,6,0.833,0.754,0.5,80,,
2019-20,Nerlens Noel,11/19/19,Away,LAL,L,0.636,1,2,0.5,0.631,0.636,104,,
2019-20,Nerlens Noel,11/22/19,Home,LAL,L,,,,,,,,,
2019-20,Nerlens Noel,11/25/19,Away,GSW,W,0.667,1,1,1,0.699,0.667,91,,
2019-20,Nerlens Noel,11/27/19,Away,POR,L,0.6,2,2,1,0.68,0.6,134,,
2019-20,Nerlens Noel,11/29/19,Home,NOP,W,0.75,2,4,0.5,0.694,0.75,101,,
2019-20,Nerlens Noel,12/1/19,Away,NOP,W,0.5,2,4,0.5,0.515,0.5,99,,
2019-20,Nerlens Noel,12/4/19,Home,IND,L,0.75,2,2,1,0.82,0.75,109,,
2019-20,Nerlens Noel,12/6/19,Home,MIN,W,1,0,0,,1,1,127,,
2019-20,Nerlens Noel,12/8/19,Away,POR,W,0.714,3,3,1,0.781,0.714,90,,
2019-20,Nerlens Noel,12/9/19,Away,UTA,W,0.5,0,0,,0.5,0.5,82,,
2019-20,Nerlens Noel,12/11/19,Away,SAC,L,0.8,3,3,1,0.87,0.8,89,,
2019-20,Nerlens Noel,12/14/19,Away,DEN,L,0.5,2,2,1,0.694,0.5,110,,
2019-20,Nerlens Noel,12/16/19,Home,CHI,W,0.6,3,4,0.75,0.666,0.6,99,,
2019-20,Nerlens Noel,12/18/19,Home,MEM,W,0.667,2,2,1,0.727,0.667,125,,
2019-20,Nerlens Noel,12/20/19,Home,PHO,W,0.667,2,2,1,0.727,0.667,100,,
2019-20,Nerlens Noel,12/22/19,Home,LAC,W,0.8,0,0,,0.8,0.8,116,,
2019-20,Nerlens Noel,12/26/19,Home,MEM,L,0.5,0,0,,0.5,0.5,97,,
2019-20,Nerlens Noel,12/27/19,Away,CHO,W,1,4,6,0.667,0.862,1,80,,
2019-20,Nerlens Noel,12/29/19,Away,TOR,W,1,3,3,1,1.028,1,78,,
2019-20,Nerlens Noel,12/31/19,Home,DAL,W,0.556,2,4,0.5,0.558,0.556,103,,
2019-20,Nerlens Noel,1/2/20,Away,SAS,W,0.5,2,2,1,0.615,0.5,113,,
2019-20,Nerlens Noel,1/4/20,Away,CLE,W,,2,2,1,1.136,,95,,
2019-20,Nerlens Noel,1/6/20,Away,PHI,L,,,,,,,,,
2019-20,Nerlens Noel,1/7/20,Away,BRK,W,,,,,,,,,
2019-20,Nerlens Noel,1/9/20,Home,HOU,W,,,,,,,,,
2019-20,Nerlens Noel,1/11/20,Home,LAL,L,,,,,,,,,
2019-20,Nerlens Noel,1/13/20,Away,MIN,W,,,,,,,,,
2019-20,Nerlens Noel,1/15/20,Home,TOR,L,,,,,,,,,
2019-20,Nerlens Noel,1/17/20,Home,MIA,L,0.667,1,1,1,0.776,0.75,106,,
2019-20,Nerlens Noel,1/18/20,Home,POR,W,0.857,3,4,0.75,0.856,0.857,91,,
2019-20,Nerlens Noel,1/20/20,Away,HOU,W,,,,,,,,,
2019-20,Nerlens Noel,1/22/20,Away,ORL,W,0.7,0,0,,0.7,0.7,110,,
2019-20,Nerlens Noel,1/24/20,Home,ATL,W,0.833,0,1,0,0.776,0.833,106,,
2019-20,Nerlens Noel,1/25/20,Away,MIN,W,,,,,,,,,
2019-20,Nerlens Noel,1/27/20,Home,DAL,L,0.75,3,3,1,0.846,0.75,110,,
2019-20,Nerlens Noel,1/29/20,Away,SAC,W,0.857,0,0,,0.857,0.857,87,,
2019-20,Nerlens Noel,1/31/20,Away,PHO,W,0.714,0,0,,0.714,0.714,108,,
2019-20,Nerlens Noel,2/5/20,Home,CLE,W,0.6,0,0,,0.6,0.6,105,,
2019-20,Nerlens Noel,2/7/20,Home,DET,W,0.75,1,1,1,0.788,0.75,91,,
2019-20,Nerlens Noel,2/9/20,Home,BOS,L,0.5,1,3,0.333,0.47,0.5,122,,
2019-20,Nerlens Noel,2/11/20,Home,SAS,L,,0,0,,,,121,,
2019-20,Nerlens Noel,2/13/20,Away,NOP,W,0.25,0,0,,0.25,0.25,119,,
2019-20,Nerlens Noel,2/21/20,Home,DEN,W,0.667,2,2,1,0.727,0.667,98,,
2019-20,Nerlens Noel,2/23/20,Home,SAS,W,1,0,0,,1,1,86,,
2019-20,Nerlens Noel,2/25/20,Away,CHI,W,1,0,2,0,0.773,1,136,,
2019-20,Nerlens Noel,2/27/20,Home,SAC,W,0.8,2,4,0.5,0.74,0.8,103,,
2019-20,Nerlens Noel,2/28/20,Away,MIL,L,1,0,0,,1,1,113,,
2019-20,Nerlens Noel,3/3/20,Home,LAC,L,0.667,0,0,,0.667,0.667,94,,
2019-20,Nerlens Noel,3/4/20,Away,DET,W,0.8,0,0,,0.8,0.8,98,,
2019-20,Nerlens Noel,3/6/20,Away,NYK,W,0.667,0,0,,0.667,0.667,106,,
2019-20,Nerlens Noel,3/8/20,Away,BOS,W,0.333,3,4,0.75,0.525,0.333,102,,
2019-20,Nerlens Noel,8/1/20,Home,UTA,W,1,1,2,0.5,0.798,1,90,,
2019-20,Nerlens Noel,8/3/20,Home,DEN,L,0.5,0,0,,0.5,0.5,104,,
2019-20,Nerlens Noel,8/5/20,Away,LAL,W,0,0,0,,0,0,73,,
2019-20,Nerlens Noel,8/7/20,Away,MEM,L,0.667,3,4,0.75,0.709,0.667,125,,
2019-20,Nerlens Noel,8/9/20,Home,WAS,W,,,,,,,,,
2019-20,Nerlens Noel,8/10/20,Away,PHO,L,,,,,,,,,
2019-20,Nerlens Noel,8/12/20,Home,MIA,W,1,0,0,,1,1,119,,
2019-20,Nerlens Noel,8/14/20,Away,LAC,L,1,1,2,0.5,0.868,1,98,,
2019-20,Nerlens Noel,8/18/20,Away,HOU,L,0.333,0,0,,0.333,0.333,117,,
2019-20,Nerlens Noel,8/20/20,Away,HOU,L,0.5,0,0,,0.5,0.5,108,,
2019-20,Nerlens Noel,8/22/20,Home,HOU,W,,3,6,0.5,0.568,,100,,
2019-20,Nerlens Noel,8/24/20,Home,HOU,W,0.667,2,3,0.667,0.694,0.667,115,,
2019-20,Nerlens Noel,8/29/20,Away,HOU,L,0.25,0,0,,0.25,0.25,97,,
2019-20,Nerlens Noel,8/31/20,Home,HOU,W,0.5,0,0,,0.5,0.5,83,,
2019-20,Nerlens Noel,9/2/20,Away,HOU,L,1,0,1,0,0.694,1,116,,
2018-19,Nerlens Noel,10/16/18,Away,GSW,L,0.5,1,2,0.5,0.521,0.5,92,,
2018-19,Nerlens Noel,10/19/18,Away,LAC,L,0.8,1,2,0.5,0.765,0.8,106,,
2018-19,Nerlens Noel,10/21/18,Home,SAC,L,1,0,0,,1,1,117,,
2018-19,Nerlens Noel,10/25/18,Home,BOS,L,0.75,1,2,0.5,0.717,0.75,102,,
2018-19,Nerlens Noel,10/28/18,Home,PHO,W,0.643,2,3,0.667,0.653,0.643,88,,
2018-19,Nerlens Noel,10/30/18,Home,LAC,W,0.333,0,0,,0.333,0.333,95,,
2018-19,Nerlens Noel,11/1/18,Away,CHO,W,1,0,0,,1,1,94,,
2018-19,Nerlens Noel,11/2/18,Away,WAS,W,1,5,6,0.833,0.97,1,101,,
2018-19,Nerlens Noel,11/5/18,Home,NOP,W,0,1,2,0.5,0.174,0,102,,
2018-19,Nerlens Noel,11/7/18,Away,CLE,W,0,0,0,,0,0,70,,
2018-19,Nerlens Noel,11/8/18,Home,HOU,W,0,2,2,1,0.532,0,80,,
2018-19,Nerlens Noel,11/10/18,Away,DAL,L,0.5,0,0,,0.5,0.5,102,,
2018-19,Nerlens Noel,11/12/18,Home,PHO,W,0.5,3,3,1,0.615,0.5,106,,
2018-19,Nerlens Noel,11/14/18,Home,NYK,W,0.5,0,0,,0.5,0.5,91,,
2018-19,Nerlens Noel,11/17/18,Away,PHO,W,0.5,0,0,,0.5,0.5,80,,
2018-19,Nerlens Noel,11/19/18,Away,SAC,L,,,,,,,,,
2018-19,Nerlens Noel,11/21/18,Away,GSW,W,0.667,0,0,,0.667,0.667,91,,
2018-19,Nerlens Noel,11/23/18,Home,CHO,W,0.5,0,0,,0.5,0.5,102,,
2018-19,Nerlens Noel,11/24/18,Home,DEN,L,1,0,0,,1,1,99,,
2018-19,Nerlens Noel,11/28/18,Home,CLE,W,0.75,2,2,1,0.82,0.75,88,,
2018-19,Nerlens Noel,11/30/18,Home,ATL,W,0.857,2,2,1,0.888,0.857,81,,
2018-19,Nerlens Noel,12/3/18,Away,DET,W,0.667,0,0,,0.667,0.667,69,,
2018-19,Nerlens Noel,12/5/18,Away,BRK,W,0.4,1,2,0.5,0.425,0.4,96,,
2018-19,Nerlens Noel,12/7/18,Away,CHI,L,0.25,0,0,,0.25,0.25,84,,
2018-19,Nerlens Noel,12/10/18,Home,UTA,W,0.571,0,0,,0.571,0.571,98,,
2018-19,Nerlens Noel,12/12/18,Away,NOP,L,0.333,2,4,0.5,0.42,0.333,114,,
2018-19,Nerlens Noel,12/14/18,Away,DEN,L,0,0,0,,0,0,102,,
2018-19,Nerlens Noel,12/15/18,Home,LAC,W,0.5,0,0,,0.5,0.5,87,,
2018-19,Nerlens Noel,12/17/18,Home,CHI,W,0.333,3,3,1,0.579,0.333,89,,
2018-19,Nerlens Noel,12/19/18,Away,SAC,W,0.25,0,0,,0.25,0.25,92,,
2018-19,Nerlens Noel,12/22/18,Away,UTA,W,,1,2,0.5,0.568,,102,,
2018-19,Nerlens Noel,12/23/18,Home,MIN,L,0,0,0,,0,0,108,,
2018-19,Nerlens Noel,12/25/18,Away,HOU,L,1,0,1,0,0.694,1,90,,
2018-19,Nerlens Noel,12/28/18,Away,PHO,W,0,0,0,,0,0,65,,
2018-19,Nerlens Noel,12/30/18,Away,DAL,L,1,0,0,,1,1,88,,
2018-19,Nerlens Noel,12/31/18,Home,DAL,W,0.714,5,6,0.833,0.778,0.714,93,,
2018-19,Nerlens Noel,1/2/19,Away,LAL,W,0.667,1,2,0.5,0.644,0.667,83,,
2018-19,Nerlens Noel,1/4/19,Away,POR,W,1,2,2,1,1.025,1,81,,
2018-19,Nerlens Noel,1/6/19,Home,WAS,L,0.25,0,0,,0.25,0.25,119,,
2018-19,Nerlens Noel,1/8/19,Home,MIN,L,0.75,0,0,,0.75,0.75,128,,
2018-19,Nerlens Noel,1/10/19,Away,SAS,L,,,,,,,,,
2018-19,Nerlens Noel,1/12/19,Home,SAS,W,,,,,,,,,
2018-19,Nerlens Noel,1/15/19,Away,ATL,L,,,,,,,,,
2018-19,Nerlens Noel,1/17/19,Home,LAL,L,0.667,0,0,,0.667,0.667,117,,
2018-19,Nerlens Noel,1/19/19,Away,PHI,W,1,0,0,,1,1,102,,
2018-19,Nerlens Noel,1/21/19,Away,NYK,W,0.6,0,0,,0.6,0.6,99,,
2018-19,Nerlens Noel,1/22/19,Home,POR,W,0,0,0,,0,0,102,,
2018-19,Nerlens Noel,1/24/19,Home,NOP,W,0.6,0,0,,0.6,0.6,104,,
2018-19,Nerlens Noel,1/27/19,Home,MIL,W,0.429,0,0,,0.429,0.429,102,,
2018-19,Nerlens Noel,1/29/19,Away,ORL,W,0.6,0,0,,0.6,0.6,110,,
2018-19,Nerlens Noel,2/1/19,Away,MIA,W,0.333,0,0,,0.333,0.333,94,,
2018-19,Nerlens Noel,2/3/19,Away,BOS,L,1,0,0,,1,1,114,,
2018-19,Nerlens Noel,2/5/19,Home,ORL,W,,0,0,,,,110,,
2018-19,Nerlens Noel,2/7/19,Home,MEM,W,0.5,0,0,,0.5,0.5,86,,
2018-19,Nerlens Noel,2/9/19,Away,HOU,W,0.333,0,0,,0.333,0.333,112,,
2018-19,Nerlens Noel,2/11/19,Home,POR,W,0.333,0,0,,0.333,0.333,103,,
2018-19,Nerlens Noel,2/14/19,Away,NOP,L,0.625,2,2,1,0.652,0.625,119,,
2018-19,Nerlens Noel,2/22/19,Home,UTA,W,0.333,0,0,,0.333,0.333,109,,
2018-19,Nerlens Noel,2/23/19,Home,SAC,L,0.429,0,0,,0.429,0.429,99,,
2018-19,Nerlens Noel,2/26/19,Away,DEN,L,0.75,1,3,0.333,0.658,0.75,108,,
2018-19,Nerlens Noel,2/28/19,Home,PHI,L,0.5,2,2,1,0.694,0.5,102,,
2018-19,Nerlens Noel,3/2/19,Away,SAS,L,0,2,2,1,0.532,0,103,,
2018-19,Nerlens Noel,3/3/19,Home,MEM,W,0.5,0,0,,0.5,0.5,89,,
2018-19,Nerlens Noel,3/5/19,Away,MIN,L,1,0,0,,1,1,114,,
2018-19,Nerlens Noel,3/7/19,Away,POR,W,0.4,2,3,0.667,0.475,0.4,108,,
2018-19,Nerlens Noel,3/8/19,Away,LAC,L,0.4,2,2,1,0.51,0.4,92,,
2018-19,Nerlens Noel,3/11/19,Away,UTA,W,0.667,1,2,0.5,0.644,0.667,97,,
2018-19,Nerlens Noel,3/13/19,Home,BRK,W,0.6,0,0,,0.6,0.6,100,,
2018-19,Nerlens Noel,3/14/19,Away,IND,L,0,0,0,,0,0,111,,
2018-19,Nerlens Noel,3/16/19,Home,GSW,L,0.5,1,2,0.5,0.521,0.5,110,,
2018-19,Nerlens Noel,3/18/19,Home,MIA,L,,,,,,,,,
2018-19,Nerlens Noel,3/20/19,Home,TOR,L,0.8,1,5,0.2,0.625,0.8,111,,
2018-19,Nerlens Noel,3/22/19,Away,TOR,W,1,0,0,,1,1,97,,
2018-19,Nerlens Noel,3/25/19,Away,MEM,L,1,0,0,,1,1,126,,
2018-19,Nerlens Noel,3/27/19,Home,IND,W,1,0,2,0,0.694,1,103,,
2018-19,Nerlens Noel,3/29/19,Home,DEN,L,1,0,1,0,0.901,1,117,,
2018-19,Nerlens Noel,3/31/19,Home,DAL,L,0,0,0,,0,0,104,,
2018-19,Nerlens Noel,4/2/19,Home,LAL,W,0.75,1,1,1,0.788,0.75,104,,
2018-19,Nerlens Noel,4/5/19,Home,DET,W,1,2,2,1,1.042,1,75,,
2018-19,Nerlens Noel,4/7/19,Away,MIN,W,1,2,2,1,1.042,1,118,,
2018-19,Nerlens Noel,4/9/19,Home,HOU,W,0.667,0,0,,0.667,0.667,115,,
2018-19,Nerlens Noel,4/10/19,Away,MIL,W,0.333,0,0,,0.333,0.333,93,,
2018-19,Nerlens Noel,4/14/19,Away,POR,L,0.8,0,0,,0.8,0.8,113,,
2018-19,Nerlens Noel,4/16/19,Away,POR,L,0.667,0,0,,0.667,0.667,104,,
2018-19,Nerlens Noel,4/19/19,Home,POR,W,1,0,2,0,0.694,1,112,,
2018-19,Nerlens Noel,4/21/19,Home,POR,L,0.333,0,0,,0.333,0.333,100,,
2018-19,Nerlens Noel,4/23/19,Away,POR,L,0.25,0,0,,0.25,0.25,124,,
2019-20,Rudy Gay,10/23/19,Home,NYK,W,0.444,5,5,1,0.58,0.444,97,,
2019-20,Rudy Gay,10/26/19,Home,WAS,W,0.444,0,0,,0.444,0.444,119,,
2019-20,Rudy Gay,10/28/19,Home,POR,W,0.5,3,4,0.75,0.694,0.625,100,,
2019-20,Rudy Gay,10/31/19,Away,LAC,L,0.3,2,4,0.5,0.383,0.35,100,,
2019-20,Rudy Gay,11/1/19,Away,GSW,W,0.778,0,0,,0.889,0.889,114,,
2019-20,Rudy Gay,11/3/19,Home,LAL,L,0.462,1,2,0.5,0.576,0.577,102,,
2019-20,Rudy Gay,11/5/19,Away,ATL,L,0.3,2,2,1,0.368,0.3,107,,
2019-20,Rudy Gay,11/7/19,Home,OKC,W,0.5,2,2,1,0.615,0.5,114,,
2019-20,Rudy Gay,11/9/19,Home,BOS,L,0.5,0,0,,0.5,0.5,132,,
2019-20,Rudy Gay,11/11/19,Home,MEM,L,0.667,3,3,1,0.872,0.833,113,,
2019-20,Rudy Gay,11/13/19,Away,MIN,L,0.375,4,4,1,0.512,0.375,123,,
2019-20,Rudy Gay,11/15/19,Away,ORL,L,0.5,0,0,,0.583,0.583,123,,
2019-20,Rudy Gay,11/16/19,Home,POR,L,0.714,6,7,0.857,0.794,0.714,114,,
2019-20,Rudy Gay,11/18/19,Away,DAL,L,0.4,0,0,,0.45,0.45,113,,
2019-20,Rudy Gay,11/20/19,Away,WAS,L,0.545,4,4,1,0.705,0.636,134,,
2019-20,Rudy Gay,11/22/19,Away,PHI,L,0.727,3,3,1,0.893,0.864,120,,
2019-20,Rudy Gay,11/23/19,Away,NYK,W,0.333,1,2,0.5,0.354,0.333,105,,
2019-20,Rudy Gay,11/25/19,Home,LAL,L,0.4,0,0,,0.5,0.5,122,,
2019-20,Rudy Gay,11/27/19,Home,MIN,L,0.364,2,2,1,0.421,0.364,114,,
2019-20,Rudy Gay,11/29/19,Home,LAC,W,0.222,2,2,1,0.304,0.222,102,,
2019-20,Rudy Gay,12/1/19,Away,DET,L,0.417,2,2,1,0.466,0.417,131,,
2019-20,Rudy Gay,12/3/19,Home,HOU,W,0.333,6,6,1,0.478,0.333,106,,
2019-20,Rudy Gay,12/6/19,Home,SAC,W,0.444,0,0,,0.5,0.5,99,,
2019-20,Rudy Gay,12/12/19,Home,CLE,L,0.444,0,0,,0.5,0.5,105,,
2019-20,Rudy Gay,12/14/19,Away,PHO,W,0.2,6,7,0.857,0.382,0.2,99,,
2019-20,Rudy Gay,12/16/19,Away,HOU,L,0.444,2,2,1,0.607,0.556,88,,
2019-20,Rudy Gay,12/19/19,Home,BRK,W,0.125,0,0,,0.125,0.125,105,,
2019-20,Rudy Gay,12/21/19,Home,LAC,L,0.75,0,0,,0.875,0.875,128,,
2019-20,Rudy Gay,12/23/19,Away,MEM,W,0.333,1,2,0.5,0.436,0.417,118,,
2019-20,Rudy Gay,12/26/19,Away,DAL,L,0.7,0,0,,0.9,0.9,93,,
2019-20,Rudy Gay,12/28/19,Home,DET,W,0.667,0,0,,0.889,0.889,98,,
2019-20,Rudy Gay,12/31/19,Home,GSW,W,0.333,1,2,0.5,0.387,0.333,116,,
2019-20,Rudy Gay,1/2/20,Home,OKC,L,0.5,1,2,0.5,0.654,0.667,122,,
2019-20,Rudy Gay,1/4/20,Away,MIL,L,0.556,4,4,1,0.697,0.611,119,,
2019-20,Rudy Gay,1/6/20,Home,MIL,W,0.6,3,4,0.75,0.723,0.7,108,,
2019-20,Rudy Gay,1/8/20,Away,BOS,W,0.25,0,0,,0.25,0.25,107,,
2019-20,Rudy Gay,1/10/20,Away,MEM,L,0.417,0,0,,0.542,0.542,132,,
2019-20,Rudy Gay,1/12/20,Away,TOR,W,0.444,5,6,0.833,0.644,0.556,111,,
2019-20,Rudy Gay,1/15/20,Away,MIA,L,0.125,1,2,0.5,0.169,0.125,108,,
2019-20,Rudy Gay,1/17/20,Home,ATL,L,,,,,,,,,
2019-20,Rudy Gay,1/19/20,Home,MIA,W,,,,,,,,,
2019-20,Rudy Gay,1/20/20,Away,PHO,W,,,,,,,,,
2019-20,Rudy Gay,1/22/20,Away,NOP,W,0,0,0,,0,0,121,,
2019-20,Rudy Gay,1/24/20,Home,PHO,L,0.4,2,2,1,0.51,0.4,116,,
2019-20,Rudy Gay,1/26/20,Home,TOR,L,0.2,2,2,1,0.34,0.2,104,,
2019-20,Rudy Gay,1/27/20,Away,CHI,L,0.5,2,2,1,0.654,0.583,121,,
2019-20,Rudy Gay,1/29/20,Home,UTA,W,0.4,2,2,1,0.46,0.4,116,,
2019-20,Rudy Gay,2/1/20,Home,CHO,W,0.5,0,0,,0.625,0.625,99,,
2019-20,Rudy Gay,2/3/20,Away,LAC,L,0.4,0,0,,0.4,0.4,112,,
2019-20,Rudy Gay,2/4/20,Away,LAL,L,0.2,0,0,,0.3,0.3,138,,
2019-20,Rudy Gay,2/6/20,Away,POR,L,0.5,0,0,,0.5,0.5,126,,
2019-20,Rudy Gay,2/8/20,Away,SAC,L,0.5,1,1,1,0.563,0.5,130,,
2019-20,Rudy Gay,2/10/20,Away,DEN,L,0.444,3,3,1,0.63,0.556,141,,
2019-20,Rudy Gay,2/11/20,Away,OKC,W,0.4,0,0,,0.4,0.4,113,,
2019-20,Rudy Gay,2/21/20,Away,UTA,W,0.333,0,0,,0.333,0.333,110,,
2019-20,Rudy Gay,2/23/20,Away,OKC,L,0.364,5,5,1,0.53,0.409,124,,
2019-20,Rudy Gay,2/26/20,Home,DAL,L,0.222,0,0,,0.222,0.222,96,,
2019-20,Rudy Gay,2/29/20,Home,ORL,W,0.583,1,2,0.5,0.738,0.75,113,,
2019-20,Rudy Gay,3/2/20,Home,IND,L,0.545,1,1,1,0.568,0.545,127,,
2019-20,Rudy Gay,3/3/20,Away,CHO,W,0.4,2,2,1,0.46,0.4,117,,
