Season,Player,Date,Home/Away,Opp,Win/Loss,FG%,FT,FTA,FT%,TS%,eFG%,DRtg,,
2019-20,Donovan Mitchell,1/18/20,Home,SAC,W,0.333,7,7,1,0.522,0.417,115,,
2019-20,Donovan Mitchell,1/20/20,Home,IND,W,0.579,1,1,1,0.643,0.632,87,,
2019-20,Donovan Mitchell,1/22/20,Away,GSW,W,0.615,3,4,0.75,0.779,0.769,100,,
2019-20,Donovan Mitchell,1/25/20,Home,DAL,W,0.36,2,2,1,0.483,0.46,106,,
2019-20,Donovan Mitchell,1/27/20,Home,HOU,L,0.56,5,6,0.833,0.651,0.62,112,,
2019-20,Donovan Mitchell,1/29/20,Away,SAS,L,0.45,10,10,1,0.635,0.525,127,,
2019-20,Donovan Mitchell,1/30/20,Away,DEN,L,0.083,2,2,1,0.155,0.083,118,,
2019-20,Donovan Mitchell,2/1/20,Away,POR,L,0.524,0,0,,0.595,0.595,134,,
2019-20,Donovan Mitchell,2/5/20,Home,DEN,L,0.333,0,1,0,0.368,0.375,103,,
2019-20,Donovan Mitchell,2/7/20,Home,POR,W,0.375,3,4,0.75,0.45,0.406,110,,
2019-20,Donovan Mitchell,2/9/20,Away,HOU,W,0.391,2,2,1,0.503,0.478,119,,
2019-20,Donovan Mitchell,2/10/20,Away,DAL,W,0.667,4,5,0.8,0.81,0.792,126,,
2019-20,Donovan Mitchell,2/12/20,Home,MIA,W,0.563,4,4,1,0.732,0.688,101,,
2019-20,Donovan Mitchell,2/21/20,Home,SAS,L,0.357,0,0,,0.429,0.429,119,,
2019-20,Donovan Mitchell,2/22/20,Home,HOU,L,0.5,6,7,0.857,0.572,0.521,118,,
2019-20,Donovan Mitchell,2/24/20,Home,PHO,L,0.579,10,12,0.833,0.783,0.737,136,,
2019-20,Donovan Mitchell,2/26/20,Home,BOS,L,0.469,5,7,0.714,0.527,0.5,132,,
2019-20,Donovan Mitchell,2/28/20,Home,WAS,W,0.429,8,10,0.8,0.591,0.524,122,,
2019-20,Donovan Mitchell,3/2/20,Away,CLE,W,0.467,2,2,1,0.598,0.567,119,,
2019-20,Donovan Mitchell,3/4/20,Away,NYK,W,0.429,4,4,1,0.505,0.452,111,,
2019-20,Donovan Mitchell,3/6/20,Away,BOS,W,0.2,2,2,1,0.346,0.3,106,,
2019-20,Donovan Mitchell,3/7/20,Away,DET,W,0.571,7,8,0.875,0.713,0.643,120,,
2019-20,Donovan Mitchell,3/9/20,Home,TOR,L,0.25,0,0,,0.344,0.344,109,,
2019-20,Donovan Mitchell,7/30/20,Away,NOP,W,0.429,6,7,0.857,0.585,0.5,102,,
2019-20,Donovan Mitchell,8/1/20,Away,OKC,L,0.333,3,3,1,0.398,0.333,125,,
2019-20,Donovan Mitchell,8/3/20,Home,LAL,L,0.409,11,12,0.917,0.605,0.5,115,,
2019-20,Donovan Mitchell,8/5/20,Home,MEM,W,0.389,1,1,1,0.488,0.472,116,,
2019-20,Donovan Mitchell,8/7/20,Away,SAS,L,,,,,,,,,
2019-20,Donovan Mitchell,8/8/20,Away,DEN,L,0.364,6,7,0.857,0.485,0.439,116,,
2019-20,Donovan Mitchell,8/10/20,Home,DAL,L,,,,,,,,,
2019-20,Donovan Mitchell,8/13/20,Home,SAS,W,0.6,2,2,1,0.935,0.9,113,,
2019-20,Donovan Mitchell,8/17/20,Away,DEN,L,0.576,13,13,1,0.736,0.667,131,,
2019-20,Donovan Mitchell,8/19/20,Away,DEN,W,0.714,4,4,1,0.952,0.929,128,,
2019-20,Donovan Mitchell,8/21/20,Home,DEN,W,0.385,8,9,0.889,0.59,0.462,95,,
2019-20,Donovan Mitchell,8/23/20,Home,DEN,W,0.556,17,18,0.944,0.73,0.63,142,,
2019-20,Donovan Mitchell,8/25/20,Away,DEN,L,0.478,4,5,0.8,0.595,0.565,127,,
2019-20,Donovan Mitchell,8/30/20,Home,DEN,L,0.56,7,7,1,0.783,0.74,128,,
2019-20,Donovan Mitchell,9/1/20,Away,DEN,L,0.409,2,2,1,0.481,0.455,93,,
2018-19,Donovan Mitchell,10/17/18,Away,SAC,W,0.381,5,6,0.833,0.508,0.452,111,,
2018-19,Donovan Mitchell,10/19/18,Home,GSW,L,0.304,1,2,0.5,0.398,0.391,122,,
2018-19,Donovan Mitchell,10/22/18,Home,MEM,L,0.353,1,2,0.5,0.391,0.382,98,,
2018-19,Donovan Mitchell,10/24/18,Away,HOU,W,0.56,6,8,0.75,0.666,0.64,99,,
2018-19,Donovan Mitchell,10/27/18,Away,NOP,W,0.7,5,6,0.833,0.87,0.85,107,,
2018-19,Donovan Mitchell,10/28/18,Away,DAL,W,0.526,0,0,,0.526,0.526,111,,
2018-19,Donovan Mitchell,10/31/18,Away,MIN,L,0.417,3,3,1,0.513,0.479,126,,
2018-19,Donovan Mitchell,11/2/18,Home,MEM,L,,,,,,,,,
2018-19,Donovan Mitchell,11/3/18,Away,DEN,L,0.318,2,2,1,0.35,0.318,98,,
2018-19,Donovan Mitchell,11/5/18,Home,TOR,L,,,,,,,,,
2018-19,Donovan Mitchell,11/7/18,Home,DAL,W,0.529,2,2,1,0.643,0.618,103,,
2018-19,Donovan Mitchell,11/9/18,Home,BOS,W,0.357,10,13,0.769,0.532,0.393,117,,
2018-19,Donovan Mitchell,11/12/18,Away,MEM,W,0.214,6,6,1,0.361,0.214,98,,
2018-19,Donovan Mitchell,11/14/18,Away,DAL,L,0.333,3,3,1,0.484,0.389,124,,
2018-19,Donovan Mitchell,11/16/18,Away,PHI,L,0.371,4,7,0.571,0.407,0.386,105,,
2018-19,Donovan Mitchell,11/17/18,Away,BOS,W,0.476,3,4,0.75,0.615,0.595,90,,
2018-19,Donovan Mitchell,11/19/18,Away,IND,L,0.375,1,2,0.5,0.394,0.375,132,,
2018-19,Donovan Mitchell,11/21/18,Home,SAC,L,0.565,5,5,1,0.694,0.652,125,,
2018-19,Donovan Mitchell,11/23/18,Away,LAL,L,0.222,0,0,,0.222,0.222,74,,
2018-19,Donovan Mitchell,11/25/18,Away,SAC,W,,,,,,,,,
2018-19,Donovan Mitchell,11/26/18,Home,IND,L,,,,,,,,,
2018-19,Donovan Mitchell,11/28/18,Away,BRK,W,0.5,3,4,0.75,0.563,0.542,85,,
2018-19,Donovan Mitchell,11/30/18,Away,CHO,W,0.545,4,5,0.8,0.62,0.591,114,,
2018-19,Donovan Mitchell,12/2/18,Away,MIA,L,0.333,1,1,1,0.368,0.354,108,,
2018-19,Donovan Mitchell,12/4/18,Home,SAS,W,0.538,2,2,1,0.72,0.692,103,,
2018-19,Donovan Mitchell,12/6/18,Home,HOU,W,0.333,0,0,,0.333,0.333,95,,
2018-19,Donovan Mitchell,12/9/18,Away,SAS,L,0.381,8,10,0.8,0.531,0.452,114,,
2018-19,Donovan Mitchell,12/10/18,Away,OKC,L,0.4,4,4,1,0.567,0.5,117,,
2018-19,Donovan Mitchell,12/12/18,Home,MIA,W,0.529,1,1,1,0.602,0.588,84,,
2018-19,Donovan Mitchell,12/15/18,Away,ORL,L,0.381,6,6,1,0.508,0.429,104,,
2018-19,Donovan Mitchell,12/17/18,Away,HOU,L,0.364,5,7,0.714,0.459,0.409,95,,
2018-19,Donovan Mitchell,12/19/18,Home,GSW,W,0.192,5,7,0.714,0.292,0.231,99,,
2018-19,Donovan Mitchell,12/21/18,Away,POR,W,0.1,1,2,0.5,0.138,0.1,90,,
2018-19,Donovan Mitchell,12/22/18,Home,OKC,L,0.412,4,6,0.667,0.509,0.471,105,,
2018-19,Donovan Mitchell,12/25/18,Home,POR,W,0.444,1,4,0.25,0.481,0.5,102,,
2018-19,Donovan Mitchell,12/27/18,Home,PHI,L,0.5,0,0,,0.575,0.575,114,,
2018-19,Donovan Mitchell,12/29/18,Home,NYK,W,0.429,1,1,1,0.519,0.5,100,,
2018-19,Donovan Mitchell,1/1/19,Away,TOR,L,0.304,3,3,1,0.391,0.348,125,,
2018-19,Donovan Mitchell,1/4/19,Away,CLE,W,0.583,1,2,0.5,0.699,0.708,106,,
2018-19,Donovan Mitchell,1/5/19,Away,DET,W,0.476,5,6,0.833,0.55,0.5,101,,
2018-19,Donovan Mitchell,1/7/19,Away,MIL,L,0.333,4,4,1,0.505,0.458,119,,
2018-19,Donovan Mitchell,1/9/19,Home,ORL,W,0.571,5,6,0.833,0.698,0.667,99,,
2018-19,Donovan Mitchell,1/11/19,Home,LAL,W,0.583,1,2,0.5,0.663,0.667,91,,
2018-19,Donovan Mitchell,1/12/19,Home,CHI,W,0.458,8,10,0.8,0.599,0.542,104,,
2018-19,Donovan Mitchell,1/14/19,Home,DET,W,0.429,7,9,0.778,0.561,0.5,93,,
2018-19,Donovan Mitchell,1/16/19,Away,LAC,W,0.455,8,8,1,0.549,0.455,105,,
2018-19,Donovan Mitchell,1/18/19,Home,CLE,W,0.6,4,5,0.8,0.698,0.667,94,,
2018-19,Donovan Mitchell,1/21/19,Home,POR,L,0.429,10,12,0.833,0.541,0.464,112,,
2018-19,Donovan Mitchell,1/23/19,Home,DEN,W,0.48,5,9,0.556,0.604,0.6,109,,
2018-19,Donovan Mitchell,1/25/19,Home,MIN,W,0.292,8,10,0.8,0.423,0.333,108,,
2018-19,Donovan Mitchell,1/27/19,Away,MIN,W,0.455,7,10,0.7,0.549,0.5,122,,
2018-19,Donovan Mitchell,1/30/19,Away,POR,L,0.5,5,6,0.833,0.59,0.531,135,,
2018-19,Donovan Mitchell,2/1/19,Home,ATL,W,0.389,1,1,1,0.407,0.389,109,,
2018-19,Donovan Mitchell,2/2/19,Home,HOU,L,0.292,10,11,0.909,0.451,0.333,122,,
2018-19,Donovan Mitchell,2/6/19,Home,PHO,W,0.381,4,5,0.8,0.453,0.405,96,,
2018-19,Donovan Mitchell,2/9/19,Home,SAS,W,0.409,3,4,0.75,0.484,0.455,102,,
2018-19,Donovan Mitchell,2/12/19,Away,GSW,L,0.345,2,3,0.667,0.412,0.397,118,,
2018-19,Donovan Mitchell,2/22/19,Away,OKC,L,0.4,6,6,1,0.505,0.457,125,,
2018-19,Donovan Mitchell,2/23/19,Home,DAL,W,0.571,7,7,1,0.732,0.643,112,,
2018-19,Donovan Mitchell,2/27/19,Home,LAC,W,0.455,9,12,0.75,0.587,0.523,108,,
2018-19,Donovan Mitchell,2/28/19,Away,DEN,W,0.474,2,4,0.5,0.578,0.579,107,,
2018-19,Donovan Mitchell,3/2/19,Home,MIL,W,0.469,11,14,0.786,0.603,0.547,115,,
2018-19,Donovan Mitchell,3/4/19,Home,NOP,L,0.333,2,2,1,0.382,0.354,121,,
2018-19,Donovan Mitchell,3/6/19,Away,NOP,W,0.556,0,0,,0.611,0.611,97,,
2018-19,Donovan Mitchell,3/8/19,Away,MEM,L,0.5,9,12,0.75,0.649,0.604,127,,
2018-19,Donovan Mitchell,3/11/19,Home,OKC,L,0.364,6,8,0.75,0.49,0.432,92,,
2018-19,Donovan Mitchell,3/13/19,Away,PHO,W,0.556,2,2,1,0.689,0.667,102,,
2018-19,Donovan Mitchell,3/14/19,Home,MIN,W,0.471,7,9,0.778,0.573,0.5,108,,
2018-19,Donovan Mitchell,3/16/19,Home,BRK,W,0.429,2,2,1,0.548,0.524,99,,
2018-19,Donovan Mitchell,3/18/19,Away,WAS,W,0.444,0,0,,0.528,0.528,99,,
2018-19,Donovan Mitchell,3/20/19,Away,NYK,W,0.6,1,2,0.5,0.718,0.725,118,,
2018-19,Donovan Mitchell,3/21/19,Away,ATL,L,0.469,2,3,0.667,0.51,0.5,117,,
2018-19,Donovan Mitchell,3/23/19,Away,CHI,W,0.625,4,4,1,0.82,0.75,85,,
2018-19,Donovan Mitchell,3/25/19,Home,PHO,W,0.286,0,0,,0.357,0.357,92,,
2018-19,Donovan Mitchell,3/27/19,Home,LAL,W,0.273,4,6,0.667,0.403,0.318,105,,
2018-19,Donovan Mitchell,3/29/19,Home,WAS,W,0.565,6,6,1,0.683,0.63,123,,
2018-19,Donovan Mitchell,4/1/19,Home,CHO,W,0.471,5,6,0.833,0.636,0.588,96,,
2018-19,Donovan Mitchell,4/3/19,Away,PHO,W,0.474,7,7,1,0.657,0.579,106,,
2018-19,Donovan Mitchell,4/5/19,Home,SAC,W,0.474,3,3,1,0.566,0.526,96,,
2018-19,Donovan Mitchell,4/7/19,Away,LAL,L,0.294,7,8,0.875,0.463,0.353,120,,
2018-19,Donovan Mitchell,4/9/19,Home,DEN,W,0.538,13,16,0.813,0.696,0.635,108,,
2018-19,Donovan Mitchell,4/10/19,Away,LAC,L,,,,,,,,,
2018-19,Donovan Mitchell,4/14/19,Away,HOU,L,0.389,2,3,0.667,0.492,0.472,124,,
2018-19,Donovan Mitchell,4/17/19,Away,HOU,L,0.263,0,2,0,0.277,0.289,122,,
2018-19,Donovan Mitchell,4/20/19,Home,HOU,L,0.333,12,17,0.706,0.493,0.407,103,,
2018-19,Donovan Mitchell,4/22/19,Home,HOU,W,0.423,6,6,1,0.541,0.481,104,,
2018-19,Donovan Mitchell,4/24/19,Away,HOU,L,0.182,4,5,0.8,0.248,0.182,105,,
2019-20,Dorian Finney-Smith,10/23/19,Home,WAS,W,0.25,7,8,0.875,0.665,0.375,98,,
2019-20,Dorian Finney-Smith,10/25/19,Away,NOP,W,0.375,1,4,0.25,0.359,0.375,114,,
2019-20,Dorian Finney-Smith,10/27/19,Home,POR,L,0.333,1,2,0.5,0.436,0.417,113,,
2019-20,Dorian Finney-Smith,10/29/19,Away,DEN,W,0.714,0,0,,0.857,0.857,125,,
2019-20,Dorian Finney-Smith,11/1/19,Home,LAL,L,0.375,0,0,,0.438,0.438,101,,
2019-20,Dorian Finney-Smith,11/3/19,Away,CLE,W,0.571,1,1,1,0.672,0.643,116,,
2019-20,Dorian Finney-Smith,11/6/19,Home,ORL,W,0.333,1,2,0.5,0.515,0.5,105,,
2019-20,Dorian Finney-Smith,11/8/19,Home,NYK,L,0.25,0,0,,0.375,0.375,112,,
2019-20,Dorian Finney-Smith,11/9/19,Away,MEM,W,0.556,0,0,,0.611,0.611,116,,
2019-20,Dorian Finney-Smith,11/11/19,Away,BOS,L,0.444,0,0,,0.5,0.5,127,,
2019-20,Dorian Finney-Smith,11/14/19,Away,NYK,L,0.75,0,2,0,0.717,0.875,112,,
2019-20,Dorian Finney-Smith,11/16/19,Home,TOR,W,0.364,1,2,0.5,0.421,0.409,106,,
2019-20,Dorian Finney-Smith,11/18/19,Home,SAS,W,0.8,3,4,0.75,0.935,0.95,118,,
2019-20,Dorian Finney-Smith,11/20/19,Home,GSW,W,0.5,1,1,1,0.563,0.5,99,,
2019-20,Dorian Finney-Smith,11/22/19,Home,CLE,W,0.667,0,0,,0.833,0.833,107,,
2019-20,Dorian Finney-Smith,11/24/19,Away,HOU,W,0.364,2,2,1,0.505,0.455,113,,
2019-20,Dorian Finney-Smith,11/26/19,Home,LAC,L,0.4,2,2,1,0.595,0.5,116,,
2019-20,Dorian Finney-Smith,11/29/19,Away,PHO,W,0.4,3,3,1,0.633,0.5,121,,
2019-20,Dorian Finney-Smith,12/1/19,Away,LAL,W,0.286,0,0,,0.429,0.429,105,,
2019-20,Dorian Finney-Smith,12/3/19,Away,NOP,W,0.375,1,1,1,0.415,0.375,102,,
2019-20,Dorian Finney-Smith,12/4/19,Home,MIN,W,0.4,0,0,,0.4,0.4,123,,
2019-20,Dorian Finney-Smith,12/7/19,Home,NOP,W,0.6,0,0,,0.8,0.8,85,,
2019-20,Dorian Finney-Smith,12/8/19,Home,SAC,L,0.556,0,0,,0.722,0.722,123,,
2019-20,Dorian Finney-Smith,12/12/19,Away,DET,W,0.4,0,0,,0.6,0.6,118,,
2019-20,Dorian Finney-Smith,12/14/19,Home,MIA,L,0.333,1,2,0.5,0.387,0.333,113,,
2019-20,Dorian Finney-Smith,12/16/19,Away,MIL,W,0.545,0,1,0,0.656,0.682,114,,
2019-20,Dorian Finney-Smith,12/18/19,Home,BOS,L,0.286,2,2,1,0.508,0.429,110,,
2019-20,Dorian Finney-Smith,12/20/19,Away,PHI,W,0.6,4,4,1,0.814,0.7,97,,
2019-20,Dorian Finney-Smith,12/22/19,Away,TOR,L,0.833,1,2,0.5,1.017,1.083,114,,
2019-20,Dorian Finney-Smith,12/26/19,Home,SAS,W,0.833,0,0,,1.083,1.083,104,,
2019-20,Dorian Finney-Smith,12/28/19,Away,GSW,W,0.5,1,1,1,0.621,0.583,126,,
2019-20,Dorian Finney-Smith,12/29/19,Away,LAL,L,0.5,1,2,0.5,0.676,0.688,110,,
2019-20,Dorian Finney-Smith,12/31/19,Away,OKC,L,0.125,3,4,0.75,0.307,0.188,120,,
2019-20,Dorian Finney-Smith,1/2/20,Home,BRK,W,0.375,0,0,,0.5,0.5,109,,
2019-20,Dorian Finney-Smith,1/4/20,Home,CHO,L,0.5,0,0,,0.625,0.625,127,,
2019-20,Dorian Finney-Smith,1/6/20,Home,CHI,W,0.333,0,0,,0.458,0.458,122,,
2019-20,Dorian Finney-Smith,1/8/20,Home,DEN,L,0.667,1,2,0.5,0.902,1,113,,
2019-20,Dorian Finney-Smith,1/10/20,Home,LAL,L,0.357,1,2,0.5,0.437,0.429,132,,
2019-20,Dorian Finney-Smith,1/11/20,Home,PHI,W,0.7,0,0,,0.8,0.8,105,,
2019-20,Dorian Finney-Smith,1/14/20,Away,GSW,W,0.167,3,4,0.75,0.387,0.25,106,,
2019-20,Dorian Finney-Smith,1/15/20,Away,SAC,W,0.5,5,6,0.833,0.705,0.625,123,,
2019-20,Dorian Finney-Smith,1/17/20,Home,POR,W,0.333,1,1,1,0.466,0.417,112,,
2019-20,Dorian Finney-Smith,1/21/20,Home,LAC,L,0.375,0,0,,0.5,0.5,120,,
2019-20,Dorian Finney-Smith,1/23/20,Away,POR,W,0.6,2,4,0.5,0.814,0.9,122,,
2019-20,Dorian Finney-Smith,1/25/20,Away,UTA,L,0.444,0,2,0,0.455,0.5,114,,
2019-20,Dorian Finney-Smith,1/27/20,Away,OKC,W,0.2,0,0,,0.2,0.2,105,,
2019-20,Dorian Finney-Smith,1/28/20,Home,PHO,L,0.333,0,0,,0.5,0.5,136,,
2019-20,Dorian Finney-Smith,1/31/20,Away,HOU,L,0.667,2,2,1,0.872,0.833,127,,
2019-20,Dorian Finney-Smith,2/1/20,Home,ATL,W,0.538,4,4,1,0.745,0.692,96,,
2019-20,Dorian Finney-Smith,2/3/20,Away,IND,W,0.5,4,4,1,0.768,0.688,108,,
2019-20,Dorian Finney-Smith,2/5/20,Home,MEM,L,0.222,0,0,,0.278,0.278,125,,
2019-20,Dorian Finney-Smith,2/7/20,Away,WAS,L,0.5,0,0,,0.6,0.6,127,,
2019-20,Dorian Finney-Smith,2/8/20,Away,CHO,W,0.6,0,0,,0.65,0.65,116,,
2019-20,Dorian Finney-Smith,2/10/20,Home,UTA,L,0.3,0,0,,0.45,0.45,122,,
2019-20,Dorian Finney-Smith,2/12/20,Home,SAC,W,0.5,0,0,,0.625,0.625,108,,
2019-20,Dorian Finney-Smith,2/21/20,Away,ORL,W,0.333,0,0,,0.417,0.417,109,,
2019-20,Dorian Finney-Smith,2/22/20,Away,ATL,L,0.286,2,3,0.667,0.361,0.286,111,,
2019-20,Dorian Finney-Smith,2/24/20,Home,MIN,W,0.6,1,1,1,0.735,0.7,118,,
2019-20,Dorian Finney-Smith,2/26/20,Away,SAS,W,0.714,2,2,1,0.888,0.857,99,,
2019-20,Dorian Finney-Smith,2/28/20,Away,MIA,L,0,3,4,0.75,0.26,0,132,,
2019-20,Dorian Finney-Smith,3/1/20,Away,MIN,W,0.667,1,2,0.5,0.654,0.667,80,,
2019-20,Dorian Finney-Smith,3/2/20,Away,CHI,L,0.7,1,2,0.5,0.827,0.85,114,,
2019-20,Dorian Finney-Smith,3/4/20,Home,NOP,W,0.333,0,0,,0.333,0.333,118,,
2019-20,Dorian Finney-Smith,3/6/20,Home,MEM,W,,,,,,,,,
2019-20,Dorian Finney-Smith,3/8/20,Home,IND,L,,,,,,,,,
2019-20,Dorian Finney-Smith,3/10/20,Away,SAS,L,0.6,0,0,,0.75,0.75,122,,
2019-20,Dorian Finney-Smith,3/11/20,Home,DEN,W,,,,,,,,,
2019-20,Dorian Finney-Smith,7/31/20,Home,HOU,L,0.286,0,0,,0.429,0.429,132,,
2019-20,Dorian Finney-Smith,8/2/20,Away,PHO,L,0.25,0,0,,0.313,0.313,112,,
2019-20,Dorian Finney-Smith,8/4/20,Away,SAC,W,0.308,7,9,0.778,0.472,0.346,102,,
2019-20,Dorian Finney-Smith,8/6/20,Home,LAC,L,0.556,0,0,,0.667,0.667,136,,
2019-20,Dorian Finney-Smith,8/8/20,Home,MIL,W,0.526,1,2,0.5,0.679,0.684,115,,
2019-20,Dorian Finney-Smith,8/10/20,Away,UTA,W,,,,,,,,,
2019-20,Dorian Finney-Smith,8/11/20,Home,POR,L,0.75,0,0,,0.938,0.938,134,,
2019-20,Dorian Finney-Smith,8/13/20,Away,PHO,L,0,0,0,,0,0,140,,
2019-20,Dorian Finney-Smith,8/17/20,Away,LAC,L,0.444,0,0,,0.5,0.5,114,,
2019-20,Dorian Finney-Smith,8/19/20,Away,LAC,W,0.333,0,0,,0.444,0.444,112,,
2019-20,Dorian Finney-Smith,8/21/20,Home,LAC,L,0.5,2,2,1,0.619,0.563,130,,
2019-20,Dorian Finney-Smith,8/23/20,Home,LAC,W,0.333,0,0,,0.444,0.444,115,,
2019-20,Dorian Finney-Smith,8/25/20,Away,LAC,L,0.5,0,0,,0.75,0.75,144,,
2019-20,Dorian Finney-Smith,8/30/20,Home,LAC,L,0.545,2,3,0.667,0.649,0.636,116,,
2018-19,Dorian Finney-Smith,10/17/18,Away,PHO,L,0.571,2,2,1,0.761,0.714,128,,
2018-19,Dorian Finney-Smith,10/20/18,Home,MIN,W,0.429,0,0,,0.571,0.571,127,,
2018-19,Dorian Finney-Smith,10/22/18,Home,CHI,W,0.5,2,2,1,0.676,0.625,110,,
2018-19,Dorian Finney-Smith,10/24/18,Away,ATL,L,0.333,1,2,0.5,0.363,0.333,103,,
2018-19,Dorian Finney-Smith,10/26/18,Away,TOR,L,0.333,0,0,,0.417,0.417,116,,
2018-19,Dorian Finney-Smith,10/28/18,Home,UTA,L,0.5,0,0,,0.75,0.75,120,,
2018-19,Dorian Finney-Smith,10/29/18,Away,SAS,L,0.429,0,0,,0.571,0.571,101,,
2018-19,Dorian Finney-Smith,10/31/18,Away,LAL,L,0.667,0,0,,0.75,0.75,114,,
2018-19,Dorian Finney-Smith,11/2/18,Home,NYK,L,0.8,1,2,0.5,0.873,0.9,118,,
2018-19,Dorian Finney-Smith,11/6/18,Home,WAS,W,0.6,2,2,1,0.935,0.9,98,,
2018-19,Dorian Finney-Smith,11/7/18,Away,UTA,L,0,0,0,,0,0,119,,
2018-19,Dorian Finney-Smith,11/10/18,Home,OKC,W,0.571,1,2,0.5,0.698,0.714,99,,
2018-19,Dorian Finney-Smith,11/12/18,Away,CHI,W,0.333,3,4,0.75,0.515,0.417,98,,
2018-19,Dorian Finney-Smith,11/14/18,Home,UTA,W,1,0,2,0,1.127,1.375,69,,
2018-19,Dorian Finney-Smith,11/17/18,Home,GSW,W,0.455,1,2,0.5,0.547,0.545,111,,
2018-19,Dorian Finney-Smith,11/19/18,Away,MEM,L,0.5,0,0,,0.65,0.65,100,,
2018-19,Dorian Finney-Smith,11/21/18,Home,BRK,W,0.111,3,5,0.6,0.223,0.111,122,,
2018-19,Dorian Finney-Smith,11/24/18,Home,BOS,W,0.364,1,3,0.333,0.365,0.364,107,,
2018-19,Dorian Finney-Smith,11/28/18,Away,HOU,W,0.333,0,0,,0.389,0.389,109,,
2018-19,Dorian Finney-Smith,11/30/18,Away,LAL,L,0.4,0,0,,0.5,0.5,100,,
2018-19,Dorian Finney-Smith,12/2/18,Home,LAC,W,0.571,1,2,0.5,0.635,0.643,104,,
2018-19,Dorian Finney-Smith,12/4/18,Home,POR,W,0.667,0,0,,0.833,0.833,101,,
2018-19,Dorian Finney-Smith,12/5/18,Away,NOP,L,0.5,0,0,,0.6,0.6,130,,
2018-19,Dorian Finney-Smith,12/8/18,Home,HOU,W,0.625,2,2,1,0.788,0.75,120,,
2018-19,Dorian Finney-Smith,12/10/18,Home,ORL,W,0.667,4,4,1,0.945,0.833,71,,
2018-19,Dorian Finney-Smith,12/12/18,Home,ATL,W,0.571,2,4,0.5,0.628,0.643,100,,
2018-19,Dorian Finney-Smith,12/13/18,Away,PHO,L,0,1,2,0.5,0.085,0,96,,
2018-19,Dorian Finney-Smith,12/16/18,Home,SAC,L,0.5,2,3,0.667,0.564,0.5,120,,
2018-19,Dorian Finney-Smith,12/18/18,Away,DEN,L,0.2,0,0,,0.2,0.2,129,,
2018-19,Dorian Finney-Smith,12/20/18,Away,LAC,L,0.5,2,2,1,0.694,0.5,132,,
2018-19,Dorian Finney-Smith,12/22/18,Away,GSW,L,0.429,4,5,0.8,0.543,0.429,125,,
2018-19,Dorian Finney-Smith,12/23/18,Away,POR,L,0.5,0,0,,0.625,0.625,110,,
2018-19,Dorian Finney-Smith,12/26/18,Home,NOP,W,0,1,2,0.5,0.129,0,116,,
2018-19,Dorian Finney-Smith,12/28/18,Away,NOP,L,,0,0,,,,123,,
2018-19,Dorian Finney-Smith,12/30/18,Home,OKC,W,0.6,3,3,1,0.791,0.7,98,,
2018-19,Dorian Finney-Smith,12/31/18,Away,OKC,L,0.333,4,5,0.8,0.446,0.333,108,,
2018-19,Dorian Finney-Smith,1/2/19,Away,CHO,W,0.375,0,0,,0.438,0.438,82,,
2018-19,Dorian Finney-Smith,1/4/19,Away,BOS,L,0,1,2,0.5,0.174,0,120,,
2018-19,Dorian Finney-Smith,1/5/19,Away,PHI,L,0.25,0,0,,0.25,0.25,110,,
2018-19,Dorian Finney-Smith,1/7/19,Home,LAL,L,0.8,0,0,,0.8,0.8,100,,
2018-19,Dorian Finney-Smith,1/9/19,Home,PHO,W,0.167,1,2,0.5,0.291,0.25,91,,
2018-19,Dorian Finney-Smith,1/11/19,Away,MIN,W,0.25,0,0,,0.25,0.25,107,,
2018-19,Dorian Finney-Smith,1/13/19,Home,GSW,L,0.429,0,0,,0.5,0.5,119,,
2018-19,Dorian Finney-Smith,1/16/19,Home,SAS,L,0.625,0,0,,0.75,0.75,129,,
2018-19,Dorian Finney-Smith,1/19/19,Away,IND,L,0.375,0,0,,0.438,0.438,120,,
2018-19,Dorian Finney-Smith,1/21/19,Away,MIL,L,0.625,0,0,,0.813,0.813,110,,
2018-19,Dorian Finney-Smith,1/22/19,Home,LAC,W,1,2,2,1,1.33,1.5,105,,
2018-19,Dorian Finney-Smith,1/25/19,Home,DET,W,0.75,1,2,0.5,0.922,1,96,,
2018-19,Dorian Finney-Smith,1/27/19,Home,TOR,L,0.667,0,2,0,0.658,0.722,112,,
2018-19,Dorian Finney-Smith,1/30/19,Away,NYK,W,0.667,0,0,,0.75,0.75,91,,
2018-19,Dorian Finney-Smith,1/31/19,Away,DET,L,0.333,0,0,,0.333,0.333,109,,
2018-19,Dorian Finney-Smith,2/2/19,Away,CLE,W,0.429,0,0,,0.5,0.5,104,,
2018-19,Dorian Finney-Smith,2/6/19,Home,CHO,W,0.636,0,0,,0.682,0.682,96,,
2018-19,Dorian Finney-Smith,2/8/19,Home,MIL,L,0.429,0,0,,0.643,0.643,127,,
2018-19,Dorian Finney-Smith,2/10/19,Home,POR,W,0.5,0,0,,0.55,0.55,104,,
2018-19,Dorian Finney-Smith,2/11/19,Away,HOU,L,0.333,2,2,1,0.405,0.333,123,,
2018-19,Dorian Finney-Smith,2/13/19,Home,MIA,L,0.143,2,2,1,0.317,0.214,112,,
2018-19,Dorian Finney-Smith,2/22/19,Home,DEN,L,0.444,5,6,0.833,0.558,0.444,105,,
